"Item Code","ItemStatus","Description","Size","Age","Proof","Bottles Per Case","Unit Price","Effective Date"
"0326H",,"CANADIAN LTD","1.75 L",,80,6,16.95,04/01/2019
"0327B",,"CANADIAN HUNTER","750 ML",,80,12,9.95,04/01/2019
"0327H",,"CANADIAN HUNTER","1.75 L",,80,6,16.95,04/01/2019
"0328B",,"CANADIAN MIST","750 ML",,80,12,11.95,04/01/2019
"0329B",,"TANGLE RIDGE","750 ML","10 YRS",80,12,21.95,04/01/2019
"0330B",,"SCOT BLAIR","750 ML","36 MOS",80,12,6.00,04/01/2019
"0331B",,"DR. MCGILLICUDDY'S ICE MINT","750 ML",,42,12,3.00,04/01/2019
"0332B",,"CLUNY SCOTCH CLASSIC","750 ML",,80,12,3.00,04/01/2019
"0333B","@","CANNON BEACH IL KEYOTE","750 ML",,80,12,50.00,04/01/2019
"0334B",,"CANADIAN CLUB SMALL BATCH CLASSIC","750 ML","12 YRS",80,12,21.95,04/01/2019
"0335B",,"THE MACALLAN FINE OAK SCOTCH WHISKY","750 ML","30 YRS",86,6,"2,977.95",04/01/2019
"0336B",,"DR. MCGILLICUDDY'S APPLE PIE","750 ML",,42,12,14.95,04/01/2019
"0337B",,"GLENFIDDICH ANCIENT RESERVE SINGLE MALT","750 ML","18 YRS",86,6,109.95,04/01/2019
"0338B",,"LAUDERS SCOTCH","750 ML",,80,12,10.75,04/01/2019
"0338E",,"LAUDERS SCOTCH","375 ML",,80,24,6.25,04/01/2019
"0338H",,"LAUDERS SCOTCH","1.75 L",,80,6,20.95,04/01/2019
"0339B",,"NORTHERN LIGHT CANADIAN WHISKEY","750 ML","3 YRS",80,12,5.00,04/01/2019
"0339H",,"NORTHERN LIGHT CANADIAN WHISKEY","1.75 L","3 YRS",80,6,15.95,04/01/2019
"0341B",,"POTTERS SCOTCH","750 ML","4 YRS",80,12,10.95,04/01/2019
"0341H",,"POTTERS SCOTCH","1.75 L","4 YRS",80,6,21.95,04/01/2019
"0342B",,"CALICHE PUERTO RICAN RUM","750 ML",,80,6,10.00,04/01/2019
"0343B",,"MONARCH SCOTCH","750 ML",,86,12,3.00,04/01/2019
"0343H",,"MONARCH SCOTCH","1.75 L",,86,6,13.00,04/01/2019
"0344B",,"MONARCH CANADIAN LT. WGT.","750 ML",,80,12,8.45,04/01/2019
"0345B",,"BLACK VELVET RESERVE PREMIUM SIPPING","750 ML","8 YRS",80,12,13.95,04/01/2019
"0345H",,"BLACK VELVET RESERVE PREMIUM SIPPING","1.75 L","8 YRS",80,6,27.95,04/01/2019
"0346B",,"CUTTY SARK","750 ML",,86,12,19.95,04/01/2019
"0346E",,"CUTTY SARK","375 ML",,86,12,12.95,04/01/2019
"0346F",,"CUTTY SARK","50 ML",,86,120,1.00,04/01/2019
"0346H",,"CUTTY SARK","1.75 L",,86,6,37.95,04/01/2019
"0347B",,"SKYY INFUSIONS - TROPICAL MANGO","750 ML",,70,12,3.00,04/01/2019
"0348B",,"DR MCGILLICUDDY'S WILD GRAPE LIQUEUR","750 ML",,42,12,4.00,04/01/2019
"0349B",,"MACALLAN CASK STRENGTH WHISKEY","750 ML",,118,12,77.95,04/01/2019
"0350B",,"OLD SMUGGLER","750 ML",,80,12,11.45,04/01/2019
"0350H",,"OLD SMUGGLER","1.75 L",,80,6,24.45,04/01/2019
"0351B",,"TEACHERS HIGHLAND CREAM","750 ML",,86,12,19.95,04/01/2019
"0352B",,"DEWAR'S WHITE LABEL","750 ML",,80,12,26.95,04/01/2019
"0352H",,"DEWAR'S WHITE LABEL","1.75 L",,80,6,44.95,04/01/2019
"0353B",,"JOHN BARR RED","750 ML",,80,12,9.00,04/01/2019
"0354B",,"DUGGAN'S DEW O'KIRKINTILLOCH","750 ML",,87,12,14.95,04/01/2019
"0356B",,"JOHNNIE WALKER RED LABEL","750 ML",,80,12,26.95,04/01/2019
"0356E",,"JOHNNIE WALKER RED LABEL","375 ML",,80,24,14.50,04/01/2019
"0356H",,"JOHNNIE WALKER RED LABEL","1.75 L",,80,6,49.95,04/01/2019
"0357B",,"JOHNNIE WALKER BLACK","750 ML","12 YRS",80,12,39.95,04/01/2019
"0357E",,"JOHNNIE WALKER BLACK","375 ML","12 YRS",80,24,21.95,04/01/2019
"0357H",,"JOHNNIE WALKER BLACK","1.75 L","12 YRS",80,6,69.95,04/01/2019
"0358B",,"GLENFARCLAS 12 YEAR SCOTCH","750 ML","12 YRS",86,6,49.95,04/01/2019
"0359B",,"BALLENTINE'S 30 YR","750 ML",,86,6,249.00,04/01/2019
"0360B",,"BALLANTINE'S (SQUARE BOTTLE)","750 ML",,80,12,19.95,04/01/2019
"0360H",,"BALLANTINE'S (SQUARE BOTTLE)","1.75 L",,80,6,39.95,04/01/2019
"0361B",,"TAMBOWIE PURE MALT SCOTCH","750 ML","6 YRS",80,12,15.45,04/01/2019
"0362H",,"HOUSE OF STUART","1.75 L","36 MOS",80,6,20.95,04/01/2019
"0363B",,"HAIG & HAIG PINCH","750 ML","15 YRS",86,12,39.95,04/01/2019
"0364B",,"THE FEATHERY BLENDED MALT WHISKEY","750 ML",,80,6,10.00,04/01/2019
"0365B",,"GRANT'S BLENDED SCOTCH","750 ML",,80,12,18.45,04/01/2019
"0367B",,"DE LUZE XO COGNAC","750 ML",,80,6,147.95,04/01/2019
"0368B",,"THE FAMOUS GROUSE","750 ML",,80,12,24.95,04/01/2019
"0368H",,"THE FAMOUS GROUSE","1.75 L",,80,6,49.95,04/01/2019
"0370B",,"CLAN MACGREGOR SCOTCH","750 ML",,80,12,12.95,04/01/2019
"0370H",,"CLAN MACGREGOR SCOTCH","1.75 L",,80,6,23.95,04/01/2019
"0371B",,"GLENLIVET 18 YEAR","750 ML","18 YRS",86,6,119.95,04/01/2019
"0372B",,"J & B RARE SCOTCH","750 ML",,86,12,19.95,04/01/2019
"0372F",,"J & B RARE SCOTCH","50 ML",,86,120,3.00,04/01/2019
"0372H",,"J & B RARE SCOTCH","1.75 L",,86,6,37.95,04/01/2019
"0373B",,"ASTRAL BLANCO TEQUILA","750 ML",,92,6,39.95,04/01/2019
"0375B",,"SMIRNOFF COCONUT","750 ML",,70,12,12.95,04/01/2019
"0375F",,"SMIRNOFF COCONUT","50 ML",,70,120,0.50,04/01/2019
"0376B",,"GLENLIVET","750 ML","12 YRS",80,12,47.95,04/01/2019
"0376E",,"GLENLIVET","375 ML","12 YRS",80,12,24.95,04/01/2019
"0376F",,"GLENLIVET","50 ML","12 YRS",80,120,1.50,04/01/2019
"0376H",,"GLENLIVET","1.75 L","12 YRS",80,6,94.95,04/01/2019
"0377E",,"COMPASS BOX GIFT SET","375 ML",,92,8,30.00,04/01/2019
"0379B",,"GLENMORANGIE 18 YEAR OLD SCOTCH","750 ML","18 YRS",86,6,115.95,04/01/2019
"0380B",,"HIGH RISE VODKA","750 ML",,80,12,8.00,04/01/2019
"0381E",,"BRANDY PEAK SINGLE BARREL BRANDY","375 ML","2 YRS",81,24,3.00,04/01/2019
"0382B",,"WARSHIP CARAMEL SPICE RUM","750 ML",,100,12,24.95,04/01/2019
"0382H",,"WARSHIP CARAMEL SPICE RUM","1.75 L",,100,6,20.00,04/01/2019
"0383B",,"CHIVAS REGAL","750 ML",,80,12,38.95,04/01/2019
"0383E",,"CHIVAS REGAL","375 ML",,80,12,19.95,04/01/2019
"0383H",,"CHIVAS REGAL","1.75 L",,80,6,71.95,04/01/2019
"0384B",,"THE BITTER TRUTH PIMENTO DRAM","750 ML",,44,6,10.00,04/01/2019
"0385B","@","SMIRNOFF SOURCED CRANBERRY APPLE","750 ML",,60,12,12.95,04/01/2019
"0385F",,"SMIRNOFF SOURCED CRANBERRY APPLE","50 ML",,60,120,0.50,04/01/2019
"0386B",,"JOHN POWER AND SON IRISH WHISKEY","750 ML",,80,12,34.95,04/01/2019
"0387B",,"SPEYBURN 10 YEAR SCOTCH BOTTLED SCOTLAND","750 ML","10 YRS",80,6,29.95,04/01/2019
"0388B",,"SCORESBY SCOTCH BLEND","750 ML",,80,12,11.95,04/01/2019
"0388H",,"SCORESBY SCOTCH BLEND","1.75 L",,80,6,24.95,04/01/2019
"0389B",,"STOLICHNAYA CHOCOLATE RAZBERI FLVR VODKA","750 ML",,75,12,7.00,04/01/2019
"0390B",,"BUSHMILLS IRISH","750 ML",,80,12,28.95,04/01/2019
"0390E",,"BUSHMILLS IRISH","375 ML",,80,24,15.95,04/01/2019
"0390H",,"BUSHMILLS IRISH","1.75 L",,80,6,46.95,04/01/2019
"0391B",,"JAMESON IRISH WHISKEY","750 ML",,80,12,29.95,04/01/2019
"0391D",,"JAMESON IRISH WHISKEY","200 ML",,80,24,8.95,04/01/2019
"0392B",,"GLENFIDDICH SOLERA RESERVE SINGLE MALT","750 ML","15 YRS",80,12,65.95,04/01/2019
"0393B",,"BUSHMILLS SINGLE MALT","750 ML","10 YRS",80,6,44.95,04/01/2019
"0394B",,"TULLAMORE DEW","750 ML",,80,12,29.95,04/01/2019
"0394E",,"TULLAMORE DEW","375 ML",,80,12,14.95,04/01/2019
"0394F",,"TULLAMORE DEW","50 ML",,80,120,0.50,04/01/2019
"0394H",,"TULLAMORE DEW","1.75 L",,80,6,54.95,04/01/2019
"0395B",,"MR BOSTON APRICOT BRANDY","750 ML",,70,12,9.95,04/01/2019
"0395E",,"MR BOSTON APRICOT BRANDY","375 ML",,70,24,5.95,04/01/2019
"0395H",,"MR BOSTON APRICOT BRANDY","1.75 L",,70,6,19.95,04/01/2019
"0396B",,"ZWACK HUNGARIAN KOSHER SLIVOVITZ PLUM","750 ML",,94,12,10.00,04/01/2019
"0397E",,"BRANDY PEAK GRAPPA BRANDY","375 ML",,80,24,3.00,04/01/2019
"0398B",,"WARSHIP SPICE RUM","750 ML",,100,12,24.95,04/01/2019
"0398H",,"WARSHIP SPICE RUM","1.75 L",,100,6,15.00,04/01/2019
"0399B",,"KORBEL BRANDY","750 ML",,80,12,12.95,04/01/2019
"0399E",,"KORBEL BRANDY","375 ML",,80,12,6.45,04/01/2019
"0399H",,"KORBEL BRANDY","1.75 L",,80,6,29.95,04/01/2019
"0400B",,"WARSHIP VANILLA SPICE RUM","750 ML",,100,12,24.95,04/01/2019
"0400H",,"WARSHIP VANILLA SPICE RUM","1.75 L",,100,6,20.00,04/01/2019
"0401E",,"BRANDY PEAK PEAR BRANDY OAK AGED","375 ML","1 YR",81,24,12.00,04/01/2019
"0402B",,"LEJON BRANDY","750 ML",,80,12,9.95,04/01/2019
"0402H",,"LEJON BRANDY","1.75 L",,80,6,21.95,04/01/2019
"0403B",,"RAYNAL VSOP NAPOLEON","750 ML","10 YRS",80,12,14.95,04/01/2019
"0404H",,"WARSHIP SPICE 125 PR RUM","1.75 L",,125,6,12.00,04/01/2019
"0405B",,"MR BOSTON BLACKBERRY BRANDY","750 ML",,70,12,9.95,04/01/2019
"0405E",,"MR BOSTON BLACKBERRY BRANDY","375 ML",,70,24,5.95,04/01/2019
"0405H",,"MR BOSTON BLACKBERRY BRANDY","1.75 L",,70,6,19.95,04/01/2019
"0406E",,"BRANDY PEAK MARC OF MUSCAT GRAPE BRANDY","375 ML",,86,24,29.95,04/01/2019
"0407E",,"BRANDY PEAK MARC OF GEWURZTRAMINER","375 ML",,87,24,29.95,04/01/2019
"0409B",,"E & J GALLO SUPERIOR RESERVE VSOP","750 ML",,80,12,14.95,04/01/2019
"0409H",,"E & J GALLO SUPERIOR RESERVE VSOP","1.75 L",,80,6,27.95,04/01/2019
"0410B",,"PINNACLE PEPPERMINT BARK","750 ML",,70,12,7.00,04/01/2019
"0411B",,"MONARCH BRANDY","750 ML",,80,12,11.95,04/01/2019
"0411E",,"MONARCH BRANDY","375 ML",,80,24,3.00,04/01/2019
"0411H",,"MONARCH BRANDY","1.75 L",,80,6,22.95,04/01/2019
"0412B",,"CLEAR CREEK 8 YEAR","750 ML",,80,6,44.95,04/01/2019
"0412E",,"CLEAR CREEK 8 YEAR","375 ML",,80,12,27.95,04/01/2019
"0412F",,"CLEAR CREEK 8 YEAR","50 ML",,80,120,5.00,04/01/2019
"0413B",,"CLEAR CREEK APPLE BRANDY","750 ML","2 YRS",80,6,29.95,04/01/2019
"0413E",,"CLEAR CREEK APPLE BRANDY","375 ML","2 YRS",80,12,19.95,04/01/2019
"0413H",,"CLEAR CREEK APPLE BRANDY","1.75 L","2 YRS",80,6,20.00,04/01/2019
"0414B",,"MR BOSTON PEACH BRANDY","750 ML",,70,12,9.95,04/01/2019
"0414E",,"MR BOSTON PEACH BRANDY","375 ML",,70,24,5.95,04/01/2019
"0415B",,"MR BOSTON WILD CHERRY BRANDY","750 ML",,70,12,9.95,04/01/2019
"0415E",,"MR BOSTON WILD CHERRY BRANDY","375 ML",,70,24,5.95,04/01/2019
"0416B",,"DEKUYPER CHERRY BRANDY","750 ML",,70,12,3.00,04/01/2019
"0417B",,"MR BOSTON COFFEE BRANDY","750 ML",,70,12,9.95,04/01/2019
"0418B",,"PAUL MASSON GRANDE AMBER","750 ML",,80,12,12.95,04/01/2019
"0418H",,"PAUL MASSON GRANDE AMBER","1.75 L",,80,6,24.95,04/01/2019
"0419B",,"CHRISTIAN BRANDY VS","750 ML",,80,12,13.95,04/01/2019
"0419D",,"CHRISTIAN BRANDY VS","200 ML",,80,24,4.45,04/01/2019
"0419E",,"CHRISTIAN BRANDY VS","375 ML",,80,24,6.95,04/01/2019
"0419F",,"CHRISTIAN BRANDY VS","50 ML",,80,120,1.75,04/01/2019
"0419H",,"CHRISTIAN BRANDY VS","1.75 L",,80,6,24.95,04/01/2019
"0420B",,"JACQUES CARDIN","750 ML",,80,12,4.00,04/01/2019
"0421E",,"BRANDY PEAK PINOT NOIR","375 ML",,81,24,12.95,04/01/2019
"0422B",,"DEKUYPER APRICOT BRANDY","750 ML",,60,12,10.95,04/01/2019
"0423B",,"KORBEL EXTRA SMOOTH BRANDY","750 ML",,80,12,13.95,04/01/2019
"0424B",,"POTTERS BRANDY","750 ML",,80,12,9.95,04/01/2019
"0424H",,"POTTERS BRANDY","1.75 L",,80,6,20.95,04/01/2019
"0425B",,"E & J BRANDY","750 ML",,80,12,12.95,04/01/2019
"0425D","@","E & J BRANDY","200 ML",,80,24,4.95,04/01/2019
"0425E",,"E & J BRANDY","375 ML",,80,24,6.95,04/01/2019
"0425F",,"E & J BRANDY","50 ML",,80,120,1.50,04/01/2019
"0425H",,"E & J BRANDY","1.75 L",,80,6,25.95,04/01/2019
"0426B",,"KNOB CREEK SMOKED MAPLE","750 ML",,90,6,34.95,04/01/2019
"0427B",,"ST REMY NAPOLEON VSOP","750 ML",,80,12,15.45,04/01/2019
"0428B",,"STARBUCKS COFFEE LIQUEUR","750 ML",,40,12,5.00,04/01/2019
"0428F",,"STARBUCKS COFFEE LIQUEUR","50 ML",,40,60,2.25,04/01/2019
"0429B",,"DEKUYPER PEACH BRANDY","750 ML",,70,12,10.95,04/01/2019
"0430B",,"CLEAR CREEK PEAR","750 ML",,80,6,44.95,04/01/2019
"0430E",,"CLEAR CREEK PEAR","375 ML",,80,12,27.95,04/01/2019
"0430F",,"CLEAR CREEK PEAR","50 ML",,80,120,5.00,04/01/2019
"0430H",,"CLEAR CREEK PEAR","1.75 L",,80,6,20.00,04/01/2019
"0431B",,"CHRISTIAN BROTHERS VSOP BRANDY","750 ML",,80,12,13.95,04/01/2019
"0431H",,"CHRISTIAN BROTHERS VSOP BRANDY","1.75 L",,80,6,33.05,04/01/2019
"0432B",,"DEKUYPER BLACKBERRY BRANDY","750 ML",,70,12,10.95,04/01/2019
"0433E",,"CLEAR CREEK CASSIS","375 ML",,41,12,19.95,04/01/2019
"0434E",,"CLEAR CREEK CHERRY LIQUEUR","375 ML",,43,12,19.95,04/01/2019
"0435B",,"KROME VODKA","750 ML",,80,6,32.95,04/01/2019
"0435F",,"KROME VODKA","50 ML",,80,50,0.50,04/01/2019
"0436B",,"HENNESSY V S","750 ML",,80,12,38.95,04/01/2019
"0436E",,"HENNESSY V S","375 ML",,80,12,20.95,04/01/2019
"0436F",,"HENNESSY V S","50 ML",,80,120,4.25,04/01/2019
"0436H",,"HENNESSY V S","1.75 L",,80,6,82.95,04/01/2019
"0437B",,"MARTELL VS SINGLE DISTILLERY","750 ML",,80,12,34.95,04/01/2019
"0437F",,"MARTELL VS SINGLE DISTILLERY","50 ML",,80,96,1.50,04/01/2019
"0438A",,"CACHACA 51","LITER",,80,6,7.00,04/01/2019
"0439B",,"COURVOISIER V S","750 ML",,80,12,32.95,04/01/2019
"0439E",,"COURVOISIER V S","375 ML",,80,12,17.45,04/01/2019
"0439F",,"COURVOISIER V S","50 ML",,80,144,4.00,04/01/2019
"0439H",,"COURVOISIER V S","1.75 L",,80,6,59.95,04/01/2019
"0440B",,"GASTON DE LA GRANGE VS","750 ML",,80,6,22.00,04/01/2019
"0441B",,"CLEAR CREEK BLUE PLUM BRANDY","750 ML",,80,6,44.95,04/01/2019
"0442B",,"HENRI BARON VSOP","750 ML",,80,12,10.45,04/01/2019
"0443B",,"REMY MARTIN VSOP","750 ML",,80,12,46.95,04/01/2019
"0444B",,"SALIGNAC V S","750 ML",,80,12,29.95,04/01/2019
"0445B",,"BRANDY PEAK PEAR BRANDY","750 ML",,80,12,25.00,04/01/2019
"0445E",,"BRANDY PEAK PEAR BRANDY","375 ML",,80,24,12.00,04/01/2019
"0446B",,"STARBUCKS CREAM LIQUEUR","750 ML",,30,12,9.95,04/01/2019
"0446F",,"STARBUCKS CREAM LIQUEUR","50 ML",,30,60,2.25,04/01/2019
"0447B",,"CALICO JACK WHIPPED","750 ML",,42,12,11.95,04/01/2019
"0448B",,"PAUL LUCHENE V.S. COGNAC","750 ML","3 YRS",80,12,20.45,04/01/2019
"0449B",,"RED STAG HARDCORE CIDER","750 ML",,80,12,5.00,04/01/2019
"0450B",,"MICHTER'S US * 1 AMERICAN WHISKEY","750 ML",,83,6,46.45,04/01/2019
"0451B",,"JIM BEAM MAPLE","750 ML",,70,12,17.95,04/01/2019
"0452B",,"MALIBU CRANBERRY-CHERRY FLAVORED RUM","750 ML",,42,12,5.00,04/01/2019
"0452F",,"MALIBU CRANBERRY-CHERRY FLAVORED RUM","50 ML",,42,120,0.50,04/01/2019
"0453B",,"KORBEL GOLD RESERVE VSOP BRANDY","750 ML",,90,6,17.95,04/01/2019
"0454B",,"THE ARRAN NON-CHILLFILTERED SGL ISLD MLT","750 ML",,92,6,20.00,04/01/2019
"0455E",,"CLEAR CREEK LOGENBERRY LIQUEUR","375 ML",,36,12,19.95,04/01/2019
"0456B",,"CLEAR CREEK OREGON WINE BRANDY","750 ML",,80,6,44.95,04/01/2019
"0456F",,"CLEAR CREEK OREGON WINE BRANDY","50 ML",,80,120,5.00,04/01/2019
"0456H",,"CLEAR CREEK OREGON WINE BRANDY","1.75 L",,80,6,67.50,04/01/2019
"0457B",,"APPLETON ESTATE SIGNATURE BLEND","750 ML",,80,12,19.95,04/01/2019
"0458B",,"MYERS ORIGINAL DARK RUM","750 ML",,80,12,19.95,04/01/2019
"0458E",,"MYERS ORIGINAL DARK RUM","375 ML",,80,24,10.50,04/01/2019
"0458H",,"MYERS ORIGINAL DARK RUM","1.75 L",,80,6,39.95,04/01/2019
"0459B",,"MONARCH PLATA WHITE (SILVER)","750 ML",,80,12,7.95,04/01/2019
"0459E",,"MONARCH PLATA WHITE (SILVER)","375 ML",,80,24,5.45,04/01/2019
"0459H",,"MONARCH PLATA WHITE (SILVER)","1.75 L",,80,6,15.95,04/01/2019
"0460B",,"BACARDI SUPERIOR RUM","750 ML",,80,12,12.95,04/01/2019
"0460D",,"BACARDI SUPERIOR RUM","200 ML",,80,48,4.95,04/01/2019
"0460E",,"BACARDI SUPERIOR RUM","375 ML",,80,24,8.95,04/01/2019
"0460F",,"BACARDI SUPERIOR RUM","50 ML",,80,120,1.75,04/01/2019
"0460H",,"BACARDI SUPERIOR RUM","1.75 L",,80,6,30.95,04/01/2019
"0461B",,"BACARDI 151","750 ML",,151,12,5.00,04/01/2019
"0461E",,"BACARDI 151","375 ML",,151,24,3.00,04/01/2019
"0462B",,"MONARCH 151 PROOF","750 ML",,151,12,14.95,04/01/2019
"0462E",,"MONARCH 151 PROOF","375 ML",,151,24,9.15,04/01/2019
"0463B",,"CASTILLO WHITE","750 ML",,80,12,8.95,04/01/2019
"0463H",,"CASTILLO WHITE","1.75 L",,80,6,19.95,04/01/2019
"0464B",,"CASTILLO GOLD","750 ML",,80,12,8.95,04/01/2019
"0464H",,"CASTILLO GOLD","1.75 L",,80,6,19.95,04/01/2019
"0465B",,"MONARCH PLATA WHITE (SILVER)","750 ML",,80,12,7.95,04/01/2019
"0466B",,"PINNACLE CARAMEL APPLE","750 ML",,70,12,5.00,04/01/2019
"0467B",,"POTTERS GOLD","750 ML",,80,12,7.70,04/01/2019
"0467H",,"POTTERS GOLD","1.75 L",,80,6,14.95,04/01/2019
"0468B",,"MONARCH DARK","750 ML",,80,12,9.45,04/01/2019
"0469B",,"POTTERS GOLD 151 RUM","750 ML",,151,12,14.95,04/01/2019
"0470B",,"BACARDI LIMON RUM SPECIALTY","750 ML",,70,12,12.95,04/01/2019
"0470D",,"BACARDI LIMON RUM SPECIALTY","200 ML",,70,24,2.95,04/01/2019
"0470E",,"BACARDI LIMON RUM SPECIALTY","375 ML",,70,12,5.00,04/01/2019
"0470H",,"BACARDI LIMON RUM SPECIALTY","1.75 L",,70,6,30.95,04/01/2019
"0471B",,"THE OLD MILL GOLD RUM","750 ML",,80,12,10.00,04/01/2019
"0472B",,"MONTEGO BAY WHITE","750 ML",,80,12,8.15,04/01/2019
"0472H",,"MONTEGO BAY WHITE","1.75 L",,80,6,16.95,04/01/2019
"0473B",,"MONTEGO BAY GOLD","750 ML",,80,12,8.15,04/01/2019
"0473H",,"MONTEGO BAY GOLD","1.75 L",,80,6,16.95,04/01/2019
"0474B",,"CALICO JACK CHOCOLATE COCONUT","750 ML",,42,12,5.00,04/01/2019
"0475B",,"CAPTAIN MORGAN ORIGINAL SPICED*","750 ML",,70,12,19.95,04/01/2019
"0475D",,"CAPTAIN MORGAN ORIGINAL SPICED*","200 ML",,70,48,3.00,04/01/2019
"0475E",,"CAPTAIN MORGAN ORIGINAL SPICED*","375 ML",,70,24,10.95,04/01/2019
"0475F",,"CAPTAIN MORGAN ORIGINAL SPICED*","50 ML",,70,120,1.75,04/01/2019
"0475H",,"CAPTAIN MORGAN ORIGINAL SPICED*","1.75 L",,70,6,34.95,04/01/2019
"0476B",,"BACARDI GOLD DARK RUM","750 ML",,80,12,12.95,04/01/2019
"0476E",,"BACARDI GOLD DARK RUM","375 ML",,80,24,8.95,04/01/2019
"0476F",,"BACARDI GOLD DARK RUM","50 ML",,80,120,1.75,04/01/2019
"0476H",,"BACARDI GOLD DARK RUM","1.75 L",,80,6,30.95,04/01/2019
"0477B",,"BACARDI BLACK (PREVIOUSLY SELECT)","750 ML",,80,12,12.95,04/01/2019
"0477H",,"BACARDI BLACK (PREVIOUSLY SELECT)","1.75 L",,80,6,30.95,04/01/2019
"0478B",,"CAPTAIN MORGAN SILVER SPICED*","750 ML",,70,12,17.95,04/01/2019
"0479B",,"J WRAY GOLD  (WAS APPLETON SPECIAL GOLD RUM)","750 ML",,80,12,16.95,04/01/2019
"0480B",,"CAPTAIN MORGAN PRIVATE STOCK SPICED RUM","750 ML",,80,12,23.95,04/01/2019
"0480H",,"CAPTAIN MORGAN PRIVATE STOCK SPICED RUM","1.75 L",,80,6,39.95,04/01/2019
"0481B",,"RONRICO WHITE RUM","750 ML",,80,12,8.95,04/01/2019
"0481H",,"RONRICO WHITE RUM","1.75 L",,80,6,19.95,04/01/2019
"0482B",,"BULL RUN STRAIGHT BOURBON","750 ML",,84,12,34.95,04/01/2019
"0482F",,"BULL RUN STRAIGHT BOURBON","50 ML",,84,90,5.00,04/01/2019
"0483B",,"BARBAROSSA SPICED","750 ML",,70,12,7.95,04/01/2019
"0483H",,"BARBAROSSA SPICED","1.75 L",,70,6,18.95,04/01/2019
"0484B",,"BACARDI GOLD DARK RUM","750 ML",,80,12,12.95,04/01/2019
"0484H",,"BACARDI GOLD DARK RUM","1.75 L",,80,6,30.95,04/01/2019
"0485B",,"MONARCH GOLD","750 ML",,80,12,8.20,04/01/2019
"0485E",,"MONARCH GOLD","375 ML",,80,24,5.45,04/01/2019
"0485H",,"MONARCH GOLD","1.75 L",,80,6,15.95,04/01/2019
"0486B",,"CASTILLO SPICED","750 ML",,70,12,8.95,04/01/2019
"0486H",,"CASTILLO SPICED","1.75 L",,70,6,19.95,04/01/2019
"0487B",,"RONRICO GOLD","750 ML",,80,12,8.95,04/01/2019
"0487H",,"RONRICO GOLD","1.75 L",,80,6,19.95,04/01/2019
"0488B",,"MONARCH GOLD","750 ML",,80,12,7.95,04/01/2019
"0489B",,"GOMPERS NEW WORLD AMERICAN GIN","750 ML",,90,12,32.95,04/01/2019
"0490B",,"POTTERS WHITE","750 ML",,80,12,7.70,04/01/2019
"0490H",,"POTTERS WHITE","1.75 L",,80,6,14.95,04/01/2019
"0491B",,"CRUZAN CLIPPER GOLD","750 ML",,120,12,10.00,04/01/2019
"0492B",,"GREYLOCK GIN","750 ML",,80,6,17.00,04/01/2019
"0493B",,"CAPTAIN MORGAN SPICED 70 PROOF RUM","750 ML",,70,12,19.95,04/01/2019
"0493H",,"CAPTAIN MORGAN SPICED 70 PROOF RUM","1.75 L",,70,6,34.95,04/01/2019
"0494B",,"PAMPERO ANIVERSARIO","750 ML",,80,6,24.95,04/01/2019
"0495B",,"HANA BAY GOLD RUM","750 ML",,80,12,7.00,04/01/2019
"0497B",,"REDRUM TROPICAL FLAVORED V.I. RUM","750 ML",,70,12,14.95,04/01/2019
"0498E",,"ACQUA DI AMORE GRAPPA BRANDY","375 ML",,90,12,25.45,04/01/2019
"0499B",,"BACARDI 8YR DARK BAHAMIAN RUM","750 ML","8 YRS",80,12,29.95,04/01/2019
"0500B",,"BACARDI ORANGE FLAVORED RUM","750 ML",,70,12,5.00,04/01/2019
"0501B",,"BACARDI RASPBERRY FLAVORED RUM","750 ML",,70,12,12.95,04/01/2019
"0501F",,"BACARDI RASPBERRY FLAVORED RUM","50 ML",,70,120,1.75,04/01/2019
"0502B",,"BACARDI VANILA FLAVORED RUM","750 ML",,70,12,16.45,04/01/2019
"0503B",,"BACARDI COCONUT FLAVORED RUM","750 ML",,70,12,12.95,04/01/2019
"0503D",,"BACARDI COCONUT FLAVORED RUM","200 ML",,70,24,2.95,04/01/2019
"0504B",,"GILBEYS GIN","750 ML",,80,12,8.95,04/01/2019
"0504H",,"GILBEYS GIN","1.75 L",,80,6,22.95,04/01/2019
"0505H",,"BOOTHS LONDON DRY GIN","1.75 L",,90,6,18.95,04/01/2019
"0506B",,"GILBEYS GIN LT. WGT.","750 ML",,80,12,8.95,04/01/2019
"0507B",,"AVIATION GIN (OREGON)","750 ML",,80,12,29.95,04/01/2019
"0508B",,"SEAGRAM'S EXTRA DRY GIN","750 ML",,80,12,12.95,04/01/2019
"0508D",,"SEAGRAM'S EXTRA DRY GIN","200 ML",,80,48,2.00,04/01/2019
"0508E",,"SEAGRAM'S EXTRA DRY GIN","375 ML",,80,24,7.95,04/01/2019
"0508H",,"SEAGRAM'S EXTRA DRY GIN","1.75 L",,80,6,21.95,04/01/2019
"0509H",,"FLEISCHMANNS DRY GIN","1.75 L",,80,6,13.50,04/01/2019
"0510B",,"CRATER LAKE GIN","750 ML",,95,12,19.95,04/01/2019
"0510E",,"CRATER LAKE GIN","375 ML",,95,12,12.95,04/01/2019
"0510H",,"CRATER LAKE GIN","1.75 L",,95,6,43.95,04/01/2019
"0511B",,"HOOK'S SPICED RUM (DSS)","750 ML",,70,12,3.00,04/01/2019
